,Kuntanro,Puolue,Vaalikampanjan kulut yhteensa,Sanoma- ilmaisjakelu- ja aikakauslehdet,Radio,Televisio,Tietoverkot,Muut viestintavalineet,Ulkomainonta,Vaalilehtien esitteiden ja muun painetun materiaalin hankinta,Mainonnan suunnittelu,Vaalitilaisuudet,Vastikeellisen tuen hankintakulut,Muut kulut,Vaalikampanjan rahoitus yhteensa,Puolueen/ryhmän nimilyhenne suomeksi,Sukupuoli,Ikä vaalipäivänä,Europarlamentaarikko,Kansanedustaja,Kunnanvaltuutettu,Ennakkoäänet lkm,Vaalipäivän äänet lkm,Äänet yhteensä lkm,Osuus äänistä yht. (%),Valintatieto
7309,503,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,34, ,,,15,17,32,8,2
7310,503,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,39, ,,,29,66,95,25,1
7311,503,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,41, ,,,9,15,24,6,2
7312,503,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,43, ,,,9,15,24,6,2
7313,503,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,1,62, ,,1.0,62,57,119,31,1
7314,503,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,61, ,,1.0,21,23,44,12,1
7315,503,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,1,45, ,,,11,11,22,6,2
7316,503,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,1,70, ,,1.0,23,8,31,8,2
7317,503,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,36, ,,,5,20,25,7,2
7318,503,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,45, ,,1.0,29,41,70,18,1
7319,503,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,27, ,,,9,10,19,5,2
7320,503,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,39, ,,,8,21,29,8,2
7321,503,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,44, ,,,24,30,54,14,1
7322,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,18, ,,,29,26,55,32,1
7323,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,51, ,,,12,3,15,9,2
7324,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,56, ,,1.0,33,31,64,37,1
7325,476,'KESK',"'833,29'","'172,20'",0,0,0,0,0,"'369,03'",0,0,0,"'292,06'","'833,29'",KESK  ,2,53, ,,1.0,19,34,53,31,1
7326,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,52, ,,,10,13,23,13,2
7327,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,70, ,,,17,12,29,17,2
7328,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,45, ,,,29,34,63,36,1
7329,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,37, ,,,18,30,48,28,1
7330,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,33, ,,,9,13,22,13,2
7331,476,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,68, ,,1.0,27,21,48,28,1
7332,476,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,36, ,,,18,39,57,33,1
7333,476,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,45, ,,1.0,26,53,79,46,1
7334,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,48, ,,,11,27,38,22,1
7335,476,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,36, ,,,13,15,28,16,2
7336,476,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,50, ,,1.0,31,35,66,38,1
7337,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,58, ,,1.0,28,18,46,27,1
7338,476,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,58, ,,,4,4,8,5,2
7339,476,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,52, ,,1.0,23,37,60,35,1
7340,476,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,36, ,,1.0,41,52,93,54,1
7341,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,29, ,,,7,10,17,10,2
7342,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,38, ,,,13,37,50,29,1
7343,476,'YLSM',0,0,0,0,0,0,0,0,0,0,0,0,0,YL SIT,1,35, ,,,20,28,48,28,1
7344,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,41, ,,,4,6,10,6,2
7345,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,45, ,,1.0,14,13,27,16,2
7346,476,'YLSM',0,0,0,0,0,0,0,0,0,0,0,0,0,YL SIT,1,53, ,,1.0,53,44,97,56,1
7347,476,'YLSM',0,0,0,0,0,0,0,0,0,0,0,0,0,YL SIT,2,47, ,,,6,5,11,6,2
7348,476,'KESK','300','300','0','0','0','0','0','0','0','0','0','0','300',KESK  ,1,41, ,,,4,10,14,8,2
7349,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,33, ,,,6,15,21,12,2
7350,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,49, ,,,10,17,27,16,2
7351,476,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,56, ,,,19,19,38,22,1
7352,476,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,52, ,,,13,18,31,18,2
7353,476,'YLSM',0,0,0,0,0,0,0,0,0,0,0,0,0,YL SIT,2,44, ,,,1,6,7,4,2
7354,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,32, ,,,7,8,15,9,2
7355,476,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,30, ,,,16,14,30,17,2
7356,476,'KOK','0',0,0,0,0,0,0,0,0,0,0,0,'0',KOK   ,1,21, ,,,5,8,13,8,2
7357,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,33, ,,,3,10,13,8,2
7358,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,55, ,,1.0,37,43,80,46,1
7359,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,26, ,,,11,20,31,18,1
7360,476,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,41, ,,,5,6,11,6,2
7361,476,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,25, ,,,25,18,43,25,1
7362,476,'KESK',"'340,00'",'70',0,0,0,0,0,'210',0,0,0,'60',"'340,00'",KESK  ,1,56, ,,1.0,48,30,78,45,1
7363,245,'KOK',"'2312,91'",'0','0','0',"'2312,91'",'0','0','0','0','0','0','0',"'2312,91'",KOK   ,1,33, ,,,23,101,124,8,1
7364,245,'SDP','50','50',0,0,0,0,0,0,0,0,0,0,'50',SDP   ,2,52, ,,,37,42,79,5,1
7365,245,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,65, ,,,25,25,50,3,2
7366,245,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,56, ,,,56,59,115,8,1
7367,245,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,72, ,,1.0,31,12,43,3,2
7368,245,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,68, ,,,41,34,75,5,1
7369,245,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,52, ,,,35,42,77,5,2
7370,245,'SDP','50',0,0,0,0,0,0,'50',0,0,0,0,'50',SDP   ,1,42, ,,1.0,18,67,85,6,1
7371,245,'SDP','0',0,0,0,0,0,0,0,0,0,0,0,'0',SDP   ,2,26, ,,,21,44,65,4,2
7372,245,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,62, ,,,44,114,158,10,1
7373,245,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,43, ,,,16,25,41,3,2
7374,245,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,58, ,,,19,31,50,3,2
7375,245,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,34, ,,,15,89,104,7,1
7376,245,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,53, ,,,28,27,55,4,2
7377,245,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,66, ,,,18,24,42,3,2
7378,245,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,67, ,,,35,46,81,5,2
7379,245,'KOK',"'1421,39'","'631,79'",0,0,0,0,0,"'639,60'",0,0,0,'150',"'1421,39'",KOK   ,2,58, ,,,23,41,64,4,2
7380,245,'KOK','150',0,0,0,0,0,0,0,0,0,0,'150','150',KOK   ,1,39, ,,1.0,22,93,115,8,1
7381,245,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,41, ,,1.0,16,62,78,5,2
7382,245,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,51, ,,,18,29,47,3,2
7383,245,'PS',"'1260,90'","'739,15'",0,0,"'55,00'",0,0,"'396,75'",0,"'70,00'",0,0,"'1260,90'",PS    ,1,71, ,,,201,234,435,29,1
7384,245,'PS',"'1260,90'","'739,15'",0,0,"'55,00'",0,0,"'396,75'",0,"'70,00'",0,0,"'1260,90'",PS    ,2,67, ,,,105,107,212,14,1
7385,245,'PS',"'2939,57'","'2314,57'",0,0,0,0,0,'625',0,0,0,0,"'2939,57'",PS    ,1,40, ,,1.0,111,140,251,16,1
7386,245,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,53, ,,1.0,25,74,99,7,1
7387,245,'KOK','7275','3568','171',0,'55',0,'3481',0,0,0,0,0,'7275',KOK   ,1,68, ,1.0,1.0,223,218,441,29,1
7388,245,'SDP',"'1016,00'","'966,00'",0,0,0,0,0,0,0,0,0,"'50,00'","'1016,00'",SDP   ,2,63, ,,1.0,70,92,162,11,1
7389,245,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,50, ,,,50,97,147,10,1
7390,245,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,56, ,,,30,20,50,3,2
7391,245,'KOK','1852','958',0,0,0,'400',0,'344',0,0,0,'150','1852',KOK   ,1,52, ,,1.0,50,118,168,11,1
7392,245,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,1,54, ,,,21,60,81,5,2
7393,245,'SDP',"'1592,60'","'1189,13'",0,0,0,0,0,"'403,47'",0,0,0,0,"'1592,60'",SDP   ,1,66, ,,1.0,252,307,559,37,1
7394,245,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,36, ,,,16,35,51,3,2
7395,245,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,1,29, ,,,10,35,45,3,2
7396,245,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,71, ,,1.0,23,25,48,3,2
7397,245,'PS',"'897,00'",'497',0,0,0,0,0,'400',0,0,0,0,"'897,00'",PS    ,2,64, ,,1.0,92,125,217,14,1
7398,245,'SDP',"'1733,28'","'1338,48'",0,0,0,0,"'344,80'",0,0,0,0,'50',"'1733,28'",SDP   ,1,65, ,,1.0,40,41,81,5,1
7399,245,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,1,50, ,,,29,29,58,4,2
7400,245,'KOK',"'1816,44'","'1184,74'",0,0,"'165,27'",0,"'46,65'","'408,10'",0,"'11,68'",0,0,"'1816,44'",KOK   ,1,53, ,,,12,25,37,2,2
7401,245,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,53, ,,,26,101,127,8,1
7402,245,'SDP',"'5585,54'","'1981,56'",0,0,"'60,00'",0,"'1008,60'","'1436,77'",0,0,0,"'1098,61'","'5585,54'",SDP   ,1,41, ,,1.0,142,230,372,24,1
7403,245,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,2,35, ,,,34,51,85,6,1
7404,245,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,2,41, ,,,25,63,88,6,2
7405,245,'KOK',"'1816,62'","'1004,22'",0,0,0,0,'130',"'399,75'",0,0,0,"'282,65'","'1816,62'",KOK   ,1,64, ,,,27,48,75,5,2
7406,245,'KOK','1861','611',0,0,0,'400',0,'291','409',0,0,'150','1861',KOK   ,1,67, ,,1.0,53,37,90,6,1
7407,245,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,1,37, ,,,21,74,95,6,1
7408,245,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,38, ,,1.0,14,35,49,3,2
7409,245,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,1,80, ,,,39,37,76,5,2
7410,245,'RKP',"'1284,50'",'1100',0,0,0,0,0,"'184,50'",0,0,0,0,"'1284,50'",RKP   ,2,39, ,,,57,95,152,10,1
7411,245,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,42, ,,,20,42,62,4,2
7412,245,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,1,53, ,,1.0,24,104,128,8,1
7413,245,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,1,62, ,,,35,54,89,6,1
7414,245,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,1,31, ,,,15,42,57,4,2
7415,245,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,66, ,,,29,38,67,4,2
7416,245,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,55, ,,,16,33,49,3,2
7417,245,'VIHR','265',0,0,0,'225',0,0,0,0,0,0,'40','265',VIHR  ,2,32, ,,,81,209,290,19,1
7418,245,'VIHR','568','250',0,0,'39',0,0,'239',0,0,0,'40','568',VIHR  ,2,45, ,,,52,98,150,10,1
7419,245,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,54, ,,1.0,26,54,80,5,1
7420,245,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,2,31, ,,1.0,22,99,121,8,1
7421,245,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,48, ,,,18,36,54,4,2
7422,245,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,65, ,,,18,27,45,3,2
7423,245,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,2,45, ,,,18,41,59,4,2
7424,245,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,1,48, ,,,6,53,59,4,2
7425,245,'VIHR','200',0,0,0,'29',0,0,'100',0,0,0,'71','200',VIHR  ,2,62, ,,1.0,59,98,157,10,1
7426,245,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,2,51, ,,1.0,19,42,61,4,2
7427,245,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,2,44, ,,,16,83,99,7,1
7428,245,'VIHR','40',0,0,0,0,0,0,0,0,0,0,'40','40',VIHR  ,2,46, ,,1.0,65,153,218,14,1
7429,245,'KESK',"'1206,57'","'834,06'",0,0,"'50,00'",0,0,"'299,26'",0,"'23,25'",0,0,"'1206,57'",KESK  ,2,53, ,,,37,34,71,5,2
7430,245,'SDP',"'1485,90'","'221,40'",0,0,'120',0,0,'599',"'430,50'",'65',0,'50',"'1485,90'",SDP   ,1,36, ,,1.0,33,57,90,6,1
7431,245,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,2,43, ,,,10,47,57,4,2
7432,245,'KESK','1340','969',0,0,'188',0,0,'133',0,'50',0,0,'1340',KESK  ,1,58, ,,1.0,127,149,276,18,1
7433,245,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,50, ,,,15,33,48,3,2
7434,245,'SDP',"'386,50'",0,0,0,"'176,50'",0,0,"'210,00'",0,0,0,0,"'386,50'",SDP   ,2,37, ,,,21,48,69,5,2
7435,245,'VAS','670','170',0,0,'250',0,0,'200',0,'50',0,0,'670',VAS   ,1,40, ,,,23,41,64,4,2
7436,245,'VAS',"'785,45'","'632,65'",0,0,"'72,8'",0,0,'80',0,0,0,0,"'785,45'",VAS   ,2,35, ,,1.0,100,175,275,18,1
7437,245,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,42, ,,1.0,126,175,301,20,1
7438,245,'KOK','4350','1700',0,0,0,'350',0,'600',0,0,0,'1700','4350',KOK   ,2,50, ,,1.0,105,212,317,21,1
7439,245,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,2,73, ,,1.0,123,103,226,15,1
7440,245,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,42, ,,1.0,21,76,97,6,1
7441,245,'VAS','1820','200',0,0,0,0,0,0,'1620',0,0,0,'1820',VAS   ,1,71, ,,1.0,42,36,78,5,1
7442,245,'KOK',"'987,00'","'287,21'",0,0,"'128,78'",0,0,"'231,90'",0,0,0,"'339,11'","'987,00'",KOK   ,1,26, ,,,11,62,73,5,2
7443,245,'SDP',"'1100,00'","'605,00'",0,0,0,0,0,"'450,00'",0,"'45,00'",0,0,"'1100,00'",SDP   ,1,66, ,,,26,28,54,4,2
7444,245,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,42, ,,,32,60,92,6,1
7445,245,'SDP',"'1177,62'","'204,87'",0,0,0,"'55,00'",0,"'917,75'",0,0,0,0,"'1177,62'",SDP   ,1,60, ,,,30,39,69,5,2
7446,245,'KOK',"'1122,82'","'689,92'",0,0,0,0,0,"'282,90'",0,0,0,"'150,00'","'1122,82'",KOK   ,2,69, ,,,171,116,287,19,1
7447,245,'VIHR','170',0,0,0,'40',0,0,'80',0,'10',0,'40','170',VIHR  ,2,30, ,,,22,66,88,6,2
7448,245,'VAS',"'520,40'",0,0,0,"'188,40'",0,0,'82',0,'250',0,0,"'520,40'",VAS   ,1,33, ,,,18,45,63,4,2
7449,245,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,41, ,,1.0,55,96,151,10,1
7450,245,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,43, ,,,19,36,55,4,2
7451,245,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,1,18, ,,,19,66,85,6,2
7452,245,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,53, ,,,21,37,58,4,2
7453,245,'KOK','1036','791','0','0','55','0','0','190','0','0','0','0','1036',KOK   ,1,54, ,,1.0,74,146,220,14,1
7454,245,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,68, ,,,30,30,60,4,2
7455,245,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,42, ,,,25,117,142,9,1
7456,245,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,24, ,,,6,33,39,3,2
7457,245,'KOK','1300','1100',0,0,'50',0,'150',0,0,0,0,0,'1300',KOK   ,1,48, ,,,27,63,90,6,1
7458,245,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,43, ,,,21,20,41,3,2
7459,245,'KOK','1500','855',0,0,0,0,'545','100',0,0,0,0,'1500',KOK   ,1,51, ,,,25,70,95,6,1
7460,245,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,70, ,,1.0,43,36,79,5,2
7461,245,'KOK','150','150',0,0,0,0,0,0,0,0,0,0,'150',KOK   ,1,58, ,,,20,41,61,4,2
7462,245,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,55, ,,,14,28,42,3,2
7463,245,'KOK',"'890,50'",'40',0,0,"'61,50'",0,"'539,00'",'100',0,'150',0,0,"'890,50'",KOK   ,1,50, ,,,56,253,309,20,1
7464,245,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,66, ,,,39,43,82,5,1
7465,245,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,57, ,,,20,30,50,3,2
7466,683,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,46, ,,1.0,40,18,58,30,1
7467,683,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,36, ,,,50,29,79,41,1
7468,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,57, ,,,21,8,29,15,1
7469,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,63, ,,1.0,20,1,21,11,2
7470,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,44, ,,,50,20,70,36,1
7471,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,67, ,,1.0,21,13,34,18,1
7472,683,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,66, ,,1.0,31,20,51,26,1
7473,683,'YL P',0,0,0,0,0,0,0,0,0,0,0,0,0,YL PR ,1,64, ,,1.0,48,19,67,35,1
7474,683,'YL P','31','31',0,0,0,0,0,0,0,0,0,0,'31',YL PR ,1,49, ,,1.0,36,13,49,25,1
7475,683,'YL P',0,0,0,0,0,0,0,0,0,0,0,0,0,YL PR ,1,38, ,,,20,16,36,19,2
7476,683,'YL P',0,0,0,0,0,0,0,0,0,0,0,0,0,YL PR ,1,61, ,,1.0,18,5,23,12,2
7477,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,57, ,,,22,8,30,16,1
7478,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,51, ,,1.0,43,17,60,31,1
7479,683,'SDP','150','150',0,0,0,0,0,0,0,0,0,0,'150',SDP   ,2,65, ,,1.0,32,16,48,25,1
7480,683,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,57, ,,,21,10,31,16,2
7481,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,58, ,,,57,34,91,47,1
7482,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,47, ,,,23,5,28,14,2
7483,683,'KESK','200','200',0,0,0,0,0,0,0,0,0,0,'200',KESK  ,1,63, ,,,37,10,47,24,1
7484,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,20, ,,,17,14,31,16,1
7485,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,31, ,,,12,12,24,12,2
7486,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,48, ,,1.0,46,22,68,35,1
7487,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,45, ,,1.0,44,25,69,36,1
7488,683,'KESK','25',0,0,0,0,'25',0,0,0,0,0,0,'25',KESK  ,2,35, ,,,11,13,24,12,2
7489,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,23, ,,,31,14,45,23,1
7490,683,'KESK',"'70,00'","'30,00'",0,0,0,0,0,0,0,0,0,"'40,00'","'70,00'",KESK  ,2,66, ,,,11,12,23,12,2
7491,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,18, ,,,8,11,19,10,2
7492,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,49, ,,1.0,29,10,39,20,1
7493,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,37, ,,,23,11,34,18,1
7494,683,'KESK','120','120',0,0,0,0,0,0,0,0,0,0,'120',KESK  ,1,43, ,,,49,56,105,54,1
7495,683,'YL P',0,0,0,0,0,0,0,0,0,0,0,0,0,YL PR ,2,46, ,,,24,16,40,21,1
7496,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,47, ,,1.0,31,12,43,22,1
7497,683,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,35, ,,,5,6,11,6,2
7498,683,'KESK','136',0,0,0,0,0,0,'136',0,0,0,0,'136',KESK  ,1,60, ,,1.0,51,29,80,41,1
7499,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,53, ,,,26,37,63,33,1
7500,683,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,48, ,,1.0,19,18,37,19,2
7501,683,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,47, ,,,24,22,46,24,2
7502,683,'YL P',0,0,0,0,0,0,0,0,0,0,0,0,0,YL PR ,1,49, ,,1.0,13,4,17,9,2
7503,683,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,45, ,,,9,14,23,12,2
7504,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,22, ,,,11,9,20,10,2
7505,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,59, ,,1.0,19,25,44,23,1
7506,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,58, ,,1.0,22,14,36,19,1
7507,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,58, ,,,8,4,12,6,2
7508,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,48, ,,,6,2,8,4,2
7509,683,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,64, ,,,33,16,49,25,1
7510,759,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,42, ,,,9,17,26,22,1
7511,759,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,48, ,,,9,7,16,13,2
7512,759,'PS','20','0','0','0','0','0','0','20','0','0','0','0','20',PS    ,1,33, ,,,3,4,7,6,2
7513,759,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,51, ,,1.0,9,23,32,27,1
7514,759,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,63, ,,,8,7,15,13,2
7515,759,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,57, ,,1.0,56,64,120,100,1
7516,759,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,48, ,,,6,12,18,15,2
7517,759,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,58, ,,,7,17,24,20,2
7518,759,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,44, ,,1.0,15,14,29,24,1
7519,759,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,2,31, ,,,7,12,19,16,2
7520,759,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,55, ,,1.0,25,28,53,44,1
7521,759,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,27, ,,,11,6,17,14,2
