,Kuntanro,Puolue,Vaalikampanjan kulut yhteensa,Sanoma- ilmaisjakelu- ja aikakauslehdet,Radio,Televisio,Tietoverkot,Muut viestintavalineet,Ulkomainonta,Vaalilehtien esitteiden ja muun painetun materiaalin hankinta,Mainonnan suunnittelu,Vaalitilaisuudet,Vastikeellisen tuen hankintakulut,Muut kulut,Vaalikampanjan rahoitus yhteensa,Puolueen/ryhmän nimilyhenne suomeksi,Sukupuoli,Ikä vaalipäivänä,Europarlamentaarikko,Kansanedustaja,Kunnanvaltuutettu,Ennakkoäänet lkm,Vaalipäivän äänet lkm,Äänet yhteensä lkm,Osuus äänistä yht. (%),Valintatieto
5827,172,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,31, ,,1.0,35,30,65,25,1
5828,172,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,1,66, ,,,8,8,16,6,2
5829,172,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,70, ,,,14,7,21,8,2
5830,172,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,51, ,,,6,2,8,3,2
5831,172,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,56, ,,1.0,21,28,49,19,1
5832,172,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,54, ,,1.0,66,46,112,43,1
5833,172,'SDP',"'370,97'","'370,97'",0,0,0,0,0,0,0,0,0,0,"'370,97'",SDP   ,1,65, ,,1.0,33,33,66,26,1
5834,172,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,37, ,,,10,11,21,8,2
5835,172,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,45, ,,1.0,18,19,37,14,1
5836,172,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,38, ,,1.0,32,31,63,24,1
5837,172,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,44, ,,,36,25,61,24,1
5838,172,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,64, ,,1.0,52,22,74,29,1
5839,172,'KESK',"'1270,46'","'770,46'",0,0,0,0,0,"'250,00'",0,0,0,"'250,00'","'1270,46'",KESK  ,1,63, ,,,233,164,397,154,1
5840,172,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,42, ,,,14,8,22,9,2
5841,172,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,41, ,,,19,18,37,14,1
5842,172,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,53, ,,1.0,25,19,44,17,1
5843,172,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,53, ,,,11,12,23,9,2
5844,172,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,46, ,,1.0,21,27,48,19,1
5845,172,'KD','0',0,0,0,0,0,0,0,0,0,0,0,'0',KD    ,1,53, ,,1.0,31,44,75,29,1
5846,172,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,49, ,,1.0,26,31,57,22,1
5847,172,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,2,54, ,,,8,7,15,6,2
5848,172,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,62, ,,,31,27,58,22,1
5849,172,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,61, ,,,11,8,19,7,2
5850,172,'KESK',"'306,82'","'306,82'",0,0,0,0,0,0,0,0,0,0,"'306,82'",KESK  ,1,53, ,,1.0,14,14,28,11,1
5851,172,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,36, ,,,6,13,19,7,2
5852,172,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,46, ,,,10,6,16,6,2
5853,172,'KOK','0',0,0,0,0,0,0,0,0,0,0,0,'0',KOK   ,1,35, ,,,11,16,27,10,2
5854,172,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,62, ,,,21,13,34,13,1
5855,172,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,53, ,,,9,12,21,8,2
5856,172,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,39, ,,,7,4,11,4,2
5857,924,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,2,58, ,,,16,26,42,24,1
5858,924,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,27, ,,,11,15,26,15,2
5859,924,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,39, ,,,23,31,54,31,1
5860,924,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,62, ,,,28,39,67,38,1
5861,924,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,61, ,,,24,15,39,22,1
5862,924,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,44, ,,,7,16,23,13,2
5863,924,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,53, ,,,18,16,34,19,2
5864,924,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,71, ,,1.0,30,20,50,28,1
5865,924,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,59, ,,1.0,22,19,41,23,1
5866,924,'YLVP',0,0,0,0,0,0,0,0,0,0,0,0,0,YL PRO,2,40, ,,,15,14,29,17,2
5867,924,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,1,60, ,,,3,8,11,6,2
5868,924,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,43, ,,1.0,19,32,51,29,1
5869,924,'YLVP',0,0,0,0,0,0,0,0,0,0,0,0,0,YL PRO,1,58, ,,,50,44,94,54,1
5870,924,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,2,21, ,,,19,10,29,17,2
5871,924,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,50, ,,,9,12,21,12,2
5872,924,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,67, ,,1.0,34,39,73,42,1
5873,924,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,58, ,,1.0,13,13,26,15,2
5874,924,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,60, ,,,14,25,39,22,1
5875,924,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,31, ,,,6,18,24,14,1
5876,924,'KESK','0',0,0,0,0,0,0,0,0,0,0,0,'0',KESK  ,1,37, ,,,30,25,55,31,1
5877,924,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,57, ,,,8,16,24,14,2
5878,924,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,59, ,,,11,6,17,10,2
5879,924,'KESK','0','0','0','0','0','0','0','0','0','0','0','0','0',KESK  ,1,63, ,,,8,16,24,14,2
5880,924,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,36, ,,,22,23,45,26,1
5881,924,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,53, ,,1.0,61,48,109,62,1
5882,924,'KESK','0','0','0','0','0','0','0','0','0','0','0','0','0',KESK  ,1,51, ,,1.0,34,33,67,38,1
5883,924,'YLVP',0,0,0,0,0,0,0,0,0,0,0,0,0,YL PRO,1,50, ,,1.0,19,10,29,17,1
5884,924,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,48, ,,,6,16,22,13,2
5885,924,'YLVP',0,0,0,0,0,0,0,0,0,0,0,0,0,YL PRO,1,31, ,,,1,9,10,6,2
5886,924,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,37, ,,,8,7,15,9,2
5887,924,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,52, ,,,4,9,13,7,2
5888,924,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,27, ,,,8,4,12,7,2
5889,924,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,49, ,,1.0,12,48,60,34,1
5890,924,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,35, ,,,5,11,16,9,2
5891,924,'YLVP',0,0,0,0,0,0,0,0,0,0,0,0,0,YL PRO,1,62, ,,1.0,24,26,50,28,1
5892,924,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,56, ,,,7,4,11,6,2
5893,924,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,65, ,,,12,9,21,12,2
5894,924,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,36, ,,1.0,42,49,91,52,1
5895,924,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,65, ,,,11,8,19,11,2
5896,924,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,64, ,,1.0,12,10,22,13,1
5897,924,'PS','0',0,0,0,0,0,0,0,0,0,0,0,'0',PS    ,1,60, ,,1.0,22,18,40,23,1
5898,924,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,60, ,,,2,13,15,9,2
5899,607,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,1,65, ,,1.0,13,13,26,12,2
5900,607,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,2,54, ,,,10,4,14,6,2
5901,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,65, ,,1.0,33,18,51,23,1
5902,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,23, ,,,2,13,15,7,2
5903,607,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,20, ,,,7,9,16,7,2
5904,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,61, ,,,8,11,19,9,2
5905,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,62, ,,,16,2,18,8,2
5906,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,49, ,,,13,9,22,10,2
5907,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,70, ,,,20,8,28,13,2
5908,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,49, ,,,19,23,42,19,1
5909,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,58, ,,1.0,31,27,58,26,1
5910,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,58, ,,1.0,36,50,86,39,1
5911,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,33, ,,,12,19,31,14,1
5912,607,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,66, ,,1.0,27,27,54,24,1
5913,607,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,55, ,,,29,40,69,31,1
5914,607,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,50, ,,1.0,19,24,43,19,1
5915,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,40, ,,1.0,28,35,63,28,1
5916,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,56, ,,1.0,21,61,82,37,1
5917,607,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,65, ,,1.0,17,16,33,15,1
5918,607,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,88, ,,,4,1,5,2,2
5919,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,22, ,,,7,7,14,6,2
5920,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,55, ,,1.0,12,4,16,7,2
5921,607,'SDP','0',0,0,0,0,0,0,0,0,0,0,0,'0',SDP   ,1,47, ,,,12,5,17,8,2
5922,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,56, ,,1.0,32,39,71,32,1
5923,607,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,32, ,,,18,21,39,17,1
5924,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,60, ,,1.0,18,6,24,11,2
5925,607,'YLPO',0,0,0,0,0,0,0,0,0,0,0,0,0,YL1   ,2,59, ,,1.0,33,33,66,30,1
5926,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,64, ,,1.0,31,22,53,24,1
5927,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,49, ,,,6,11,17,8,2
5928,607,'YLPO',0,0,0,0,0,0,0,0,0,0,0,0,0,YL1   ,2,63, ,,1.0,16,11,27,12,1
5929,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,45, ,,,21,36,57,26,1
5930,607,'YLPO',0,0,0,0,0,0,0,0,0,0,0,0,0,YL1   ,2,28, ,,,4,7,11,5,2
5931,607,'YLPO',0,0,0,0,0,0,0,0,0,0,0,0,0,YL1   ,2,56, ,,1.0,82,48,130,58,1
5932,607,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,44, ,,,52,91,143,64,1
5933,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,46, ,,,9,7,16,7,2
5934,607,'SDP','180','180',0,0,0,0,0,0,0,0,0,0,'180',SDP   ,1,57, ,,1.0,17,31,48,22,1
5935,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,33, ,,1.0,13,22,35,16,1
5936,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,70, ,,,19,8,27,12,2
5937,607,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,40, ,,,4,6,10,4,2
5938,607,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,35, ,,,18,25,43,19,1
5939,607,'KESK','0',0,0,0,0,0,0,0,0,0,0,0,'0',KESK  ,2,51, ,,,7,15,22,10,2
5940,607,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,43, ,,1.0,22,38,60,27,1
5941,607,'SDP','0',0,0,0,0,0,0,0,0,0,0,0,'0',SDP   ,1,63, ,,1.0,12,17,29,13,2
5942,607,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,45, ,,,13,42,55,25,1
5943,607,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,32, ,,1.0,18,31,49,22,1
5944,607,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,63, ,,1.0,11,16,27,12,2
5945,607,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,33, ,,,10,5,15,7,2
5946,607,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,65, ,,,10,8,18,8,2
5947,607,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,64, ,,1.0,45,29,74,33,1
5948,607,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,60, ,,,6,13,19,9,2
5949,607,'KD',0,0,0,0,0,0,0,0,0,0,0,0,0,KD    ,1,56, ,,,16,12,28,13,1
5950,698,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,1,21, ,,,62,63,125,5,2
5951,698,'PS','1350','1000',0,0,0,0,'40','240',0,'70',0,0,'1350',PS    ,1,58, ,,,64,53,117,4,2
5952,698,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,1,50, ,,1.0,56,93,149,6,1
5953,698,'KESK',"'970,95'","'970,95'",0,0,0,0,0,0,0,0,0,0,"'970,95'",KESK  ,1,57, ,,1.0,137,86,223,8,1
5954,698,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,34, ,,1.0,106,88,194,7,1
5955,698,'KESK',"'976,50'","'976,50'",0,0,0,0,0,0,0,0,0,0,"'976,50'",KESK  ,1,64, ,,1.0,67,82,149,6,1
5956,698,'KESK',"'1640,20'","'1108,20'",0,0,'150',0,0,'150','100',0,0,'132',"'1640,20'",KESK  ,1,46, ,,1.0,49,82,131,5,1
5957,698,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,66, ,,,58,29,87,3,2
5958,698,'KOK','1550','1000',0,0,0,0,'500',0,0,0,0,'50','1550',KOK   ,2,57, ,,1.0,97,70,167,6,1
5959,698,'KOK','1670','1350',0,0,0,0,0,'320',0,0,0,0,'1670',KOK   ,2,52, ,,,57,78,135,5,1
5960,698,'KESK',"'1508,69'","'1158,47'",0,0,0,0,"'140,22'",0,0,'160',0,'50',"'1508,69'",KESK  ,1,40, ,1.0,,285,214,499,19,1
5961,698,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,47, ,,,39,60,99,4,2
5962,698,'KOK',"'7013,52'","'2109,06'",0,0,"'1439,10'","'3465,36'",0,0,0,0,0,0,"'7013,52'",KOK   ,1,50, ,,,62,58,120,4,1
5963,698,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,67, ,,1.0,69,28,97,4,2
5964,698,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,49, ,,,60,64,124,5,2
5965,698,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,45, ,,1.0,101,83,184,7,1
5966,698,'SDP',"'2148,96'","'1414,76'",0,0,0,0,0,"'664,20'",0,0,0,"'70,00'","'2148,96'",SDP   ,1,62, ,,1.0,109,67,176,7,1
5967,698,'KESK',"'1740,36'","'1740,36'",0,0,0,0,0,0,0,0,0,0,"'1740,36'",KESK  ,2,33, ,,,21,86,107,4,2
5968,698,'KESK','80','0','0','0','0','0','0','0','0','0','0','80','80',KESK  ,1,48, ,,,21,61,82,3,2
5969,698,'PS','265','65',0,0,0,0,0,'200',0,0,0,0,'265',PS    ,1,53, ,,,50,81,131,5,1
5970,698,'KD',"'1318,22'","'1093,08'",0,0,0,0,0,"'225,14'",0,0,0,0,"'1318,22'",KD    ,1,59, ,,1.0,69,80,149,6,2
5971,698,'KESK',"'2090,70'","'1588,20'",0,0,'70',0,0,"'307,50'",0,0,0,'125',"'2090,70'",KESK  ,1,32, ,,1.0,69,57,126,5,2
5972,698,'PS','2200','1000',0,'1000',0,0,0,0,'200',0,0,0,'2200',PS    ,1,55, ,,,285,303,588,22,1
5973,698,'VIHR','1085','1015',0,0,0,0,0,'50',0,0,0,'20','1085',VIHR  ,2,48, ,,1.0,40,92,132,5,1
5974,698,'KESK','1645','1222','0','0','0','0','0','423','0','0','0','0','1645',KESK  ,1,45, ,,1.0,52,137,189,7,1
5975,698,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,1,28, ,,,43,43,86,3,2
5976,698,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,2,60, ,,,49,36,85,3,2
5977,698,'KOK',"'2632,72'","'2232,97'",0,0,0,0,0,"'399,75'",0,0,0,0,"'2632,72'",KOK   ,1,57, ,,,32,48,80,3,2
5978,698,'VAS',"'6,80'",'0','0','0','0','0',"'6,80'",'0','0','0','0','0',"'6,80'",VAS   ,2,32, ,,,27,36,63,2,2
5979,698,'KD',"'3302,88'","'417,42'",0,0,"'109,68'",0,0,'1400',0,0,0,"'1375,78'","'3302,88'",KD    ,1,32, ,,,122,130,252,9,1
5980,698,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,29, ,,,37,50,87,3,2
5981,698,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,34, ,,,33,23,56,2,2
5982,698,'KESK',"'1321,72'","'926,18'",0,0,0,0,0,"'302,58'",0,0,0,"'92,96'","'1321,72'",KESK  ,1,59, ,,,74,61,135,5,1
5983,698,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,35, ,,,26,45,71,3,2
5984,698,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,2,21, ,,,43,45,88,3,2
5985,698,'VAS','3388','2750',0,0,0,0,0,'320',0,'318',0,0,'3388',VAS   ,1,65, ,,1.0,533,364,897,33,1
5986,698,'KOK','3290','1910',0,0,0,0,0,'300','900','180',0,0,'3290',KOK   ,2,61, ,,1.0,103,97,200,7,1
5987,698,'KOK','5290','2500',0,0,0,0,'500','1500','200','500',0,'90','5290',KOK   ,1,39, ,,1.0,27,63,90,3,2
5988,698,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,37, ,,,58,62,120,4,1
5989,698,'SDP','1125','1125','0','0','0','0','0','0','0','0','0','0','1125',SDP   ,1,76, ,,,43,33,76,3,2
5990,698,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,58, ,,,86,73,159,6,1
5991,698,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,1,58, ,,1.0,48,47,95,4,2
5992,698,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,26, ,,,49,68,117,4,2
5993,698,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,55, ,,,44,45,89,3,2
5994,698,'KESK','450','320',0,0,0,0,0,'60',0,0,0,'70','450',KESK  ,2,48, ,,,42,61,103,4,2
5995,698,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,2,56, ,,,60,74,134,5,1
5996,698,'VIHR','900','900',0,0,0,0,0,0,0,0,0,0,'900',VIHR  ,1,50, ,,1.0,56,70,126,5,2
5997,698,'SDP',"'1711,04'","'1561,04'",0,0,0,0,0,0,'150',0,0,0,"'1711,04'",SDP   ,2,38, ,1.0,1.0,499,356,855,32,1
5998,698,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,2,27, ,,,29,75,104,4,2
5999,698,'KESK','930','690',0,0,0,0,0,'240',0,0,0,0,'950',KESK  ,1,54, ,,,76,71,147,5,1
6000,698,'VIHR',0,0,0,0,0,0,0,0,0,0,0,0,0,VIHR  ,1,50, ,,,47,88,135,5,1
6001,698,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,46, ,,1.0,55,75,130,5,2
6002,698,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,52, ,,,30,60,90,3,2
6003,698,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,22, ,,,36,44,80,3,2
6004,698,'KESK',"'1402,87'","'1101,24'",0,0,0,0,0,"'231,63'",0,0,0,"'70,00'","'1402,87'",KESK  ,2,27, ,,1.0,97,182,279,10,1
6005,698,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,2,31, ,,,21,48,69,3,2
6006,698,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,51, ,,,133,76,209,8,1
6007,698,'VAS','534','309',0,0,0,0,0,'195',0,0,0,'30','534',VAS   ,1,54, ,,,32,49,81,3,2
6008,698,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,58, ,,,30,24,54,2,2
6009,698,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,51, ,,1.0,26,61,87,3,2
6010,698,'KESK','120','40',0,0,0,0,0,'80',0,0,0,0,'120',KESK  ,2,48, ,,,143,118,261,10,1
6011,698,'KESK',"'2329,12'","'2279,12'",0,0,0,0,0,"'50,00'",0,0,0,0,"'2329,12'",KESK  ,1,52, ,,1.0,188,118,306,11,1
6012,698,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,69, ,,1.0,62,35,97,4,2
6013,698,'VAS',"'1112,24'","'698,24'",0,0,0,0,'414',0,0,0,0,0,"'1112,24'",VAS   ,1,71, ,,1.0,92,103,195,7,1
6014,698,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,1,69, ,,1.0,149,51,200,7,1
6015,698,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,1,55, ,,,58,68,126,5,1
6016,698,'VAS','280','280','0','0','0','0','0','0','0','0','0','0','280',VAS   ,2,63, ,,1.0,60,46,106,4,1
6017,698,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,2,52, ,,,33,68,101,4,1
6018,698,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,2,27, ,,,43,57,100,4,1
6019,698,'VAS',0,0,0,0,0,0,0,0,0,0,0,0,0,VAS   ,1,70, ,,,41,42,83,3,2
6020,698,'KOK','2809','1390',0,0,0,'425',0,'704','200',0,0,'90','2809',KOK   ,1,56, ,,1.0,100,83,183,7,1
6021,698,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,27, ,,,33,64,97,4,2
6022,698,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,70, ,,1.0,77,33,110,4,2
6023,698,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,33, ,,,49,100,149,6,1
6024,698,'KOK',"'3102,90'","'2629,02'",'0','0','0','0','0',"'437,88'",'0',"'36,00'",'0','0',"'3102,90'",KOK   ,1,61, ,,1.0,115,113,228,9,1
6025,698,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,33, ,,,37,60,97,4,2
6026,698,'KOK',0,0,0,0,0,0,0,0,0,0,0,0,0,KOK   ,1,46, ,,,38,59,97,4,2
6027,698,'KESK',"'1668,16'","'1211,25'","'0,00'","'0,00'","'0,00'","'0,00'","'113,16'","'271,75'",0,'42',0,'30',"'1668,16'",KESK  ,2,27, ,,1.0,371,387,758,28,1
6028,698,'KOK',"'1213,75'","'653,50'",0,0,0,0,0,"'560,25'",0,0,0,0,"'1213,75'",KOK   ,1,43, ,,1.0,31,51,82,3,2
6029,698,'KOK',"'1437,76'","'548,82'",0,0,0,0,0,"'888,94'",0,0,0,0,"'1437,76'",KOK   ,1,38, ,,1.0,40,54,94,4,2
6030,698,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,37, ,,1.0,232,251,483,18,1
6031,698,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,41, ,,,49,47,96,4,2
6032,698,'KOK',"'952,80'","'627,06'",0,0,0,0,0,0,0,0,0,"'325,74'","'952,80'",KOK   ,2,53, ,,,35,75,110,4,2
6033,698,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,58, ,,,27,44,71,3,2
6034,698,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,1,57, ,,,44,61,105,4,2
6035,698,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,26, ,,,50,43,93,3,2
6036,698,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,58, ,,,49,38,87,3,2
6037,698,'SDP',0,0,0,0,0,0,0,0,0,0,0,0,0,SDP   ,2,32, ,,,31,28,59,2,2
6038,698,'PS',0,0,0,0,0,0,0,0,0,0,0,0,0,PS    ,2,53, ,,,73,105,178,7,1
6039,698,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,2,51, ,,,73,52,125,5,2
6040,698,'KESK',0,0,0,0,0,0,0,0,0,0,0,0,0,KESK  ,1,53, ,,,39,55,94,4,2
