,Kuntanro,Puolueen/ryhmän nimilyhenne suomeksi,Sukupuoli,Ikä vaalipäivänä,Ehdokkaan kieli,Europarlamentaarikko,Kansanedustaja,Kunnanvaltuutettu,Ennakkoäänet lkm,Vaalipäivän äänet lkm,Äänet yhteensä lkm,Osuus äänistä yht. (%),Valintatieto,Arvo/ammatti/tehtava,Vaalikampanjan kulut yhteensa,Sanoma- ilmaisjakelu- ja aikakauslehdet,Radio,Televisio,Tietoverkot,Muut viestintavalineet,Ulkomainonta,Vaalilehtien esitteiden ja muun painetun materiaalin hankinta,Mainonnan suunnittelu,Vaalitilaisuudet,Vastikeellisen tuen hankintakulut,Muut kulut,Vaalikampanjan rahoitus yhteensa
24,91,KOK   ,2,51,FI, , , ,182,310,492,2,2,"ympÃ¤ristÃ¶asiantuntija, ammatillinen opettaja",0,0,0,0,0,0,0,0,0,0,0,0,0
25,91,KOK   ,2,25,FI, , , ,140,276,416,1,2,"Kokoomusopiskelijoiden puheenjohtaja, VTK","4439,19","3131,21",0,0,"45,03",0,0,"452,05",0,0,0,"810,90","4439,19"
26,91,KOK   ,1,66,FI, , , ,364,601,965,3,1,"yrittÃ¤jÃ¤, kotiseutuneuvos","4184,39","3392,08",0,0,"245,31",0,0,"547,00",0,0,0,0,"4184,39"
27,91,KOK   ,1,54,FI, , , ,161,382,543,2,2,toimitusjohtaja,2500,0,0,0,750,850,0,900,0,0,0,0,2500
28,91,KOK   ,1,42,FI, , , ,106,343,449,1,2,"yrittÃ¤jÃ¤, tj",5800,1200,0,0,4000,0,0,600,0,0,0,0,5800
29,91,KOK   ,1,27,FI, , , ,258,433,691,2,1,"OTM, lakimies","13379,34",1105,0,0,"2288,28",0,"2746,87","1887,08",3720,300,0,"1332,11","13379,34"
30,91,KOK   ,2,63,FI, , ,1,648,542,1190,4,1,"terveystieteiden tohtori, sairaanhoitaja-diakonissa",9997,6932,0,0,0,0,593,1413,496,468,0,95,9997
31,91,KOK   ,1,54,FI, , ,1,308,267,575,2,2,"VTM, kaupunginvaltuutettu","21710,62","12127,28",0,0,500,0,"6442,54","2442,80",0,0,0,"198,00","21710,62"
32,91,KOK   ,1,23,FI, , , ,216,418,634,2,1,"oikeustieteen yo, radiojuontaja",5384,210,890,0,1434,0,1768,662,0,120,0,300,5384
33,91,KOK   ,2,39,FI, , , ,195,613,808,2,1,"kategoriajohtaja, ETM",6330,630,0,0,1170,0,0,1650,2200,680,0,0,6330
34,91,KOK   ,1,18,FI, , , ,107,478,585,2,2,opiskelija,"4271,78",1420,0,0,"100,28","1247,21",0,"923,97",0,"293,57",0,"286,75","4385,24"
35,91,KOK   ,2,36,FI, , , ,261,662,923,3,1,"toimitusjohtaja, KTM",10795,2570,0,0,4549,0,757,964,1021,510,0,424,10795
36,91,KOK   ,2,56,FI, , ,1,421,582,1003,3,1,"johtaja, kaupunginvaltuutettu, direktÃ¶r, stadsfullmÃ¤ktig",23365,4025,0,0,3350,374,11333,1381,1723,1179,0,0,23365
37,91,KOK   ,2,45,FI, , , ,106,282,388,1,2,"FM, maantiedon, biologian ja terveystiedon opettaja","2963,25","200,26",0,0,"237,17",650,0,"564,83","858,99",0,0,452,"2963,25"
38,91,KOK   ,1,30,FI, , , ,227,432,659,2,1,"toimitusjohtaja, Master in Public Policy","4827,08",0,0,0,"795,02",0,"1964,06","1907,74",0,"160,26",0,0,"4827,08"
39,91,KOK   ,1,45,FI, , , ,214,395,609,2,2,"ylikomisario, hallintotieteiden maisteri",2363,1409,0,0,354,0,0,600,0,0,0,0,2363
40,91,KOK   ,2,40,FI, ,1,1,2235,4284,6519,20,1,"kansanedustaja, VTM","4860,13","4649,63",0,0,0,0,0,"148,50",0,0,0,62,"4860,13"
41,91,KOK   ,1,67,FI, , ,1,284,291,575,2,2,"kehittÃ¤mispÃ¤Ã¤llikkÃ¶, ekonomi","2824,40","2021,60",0,0,"160,00",0,0,"582,80",0,"60,00",0,0,"2824,40"
42,91,KOK   ,1,46,FI, , ,1,230,372,602,2,2,"kaupunginhallituksen puheenjohtaja, toimitusjohtaja","21875,96","15929,71",0,0,"1742,29",0,"3672,00","283,96","248,00",0,0,0,"21875,96"
43,91,KOK   ,1,62,FI, , ,1,318,396,714,2,1,"kaupunginvaltuutettu, asiantuntijayrittÃ¤jÃ¤","31476,42","21269,98",0,0,2078,0,6200,"1491,44",0,437,0,0,"31476,42"
44,91,KOK   ,2,40,FI, , ,1,171,450,621,2,2,"valtuustoryhmÃ¤n puheenjohtaja, VTM",12956,7180,0,0,850,0,3777,349,750,50,0,0,12956
45,91,KOK   ,2,42,FI, , , ,136,377,513,2,2,"pÃ¤ivÃ¤kotiyrittÃ¤jÃ¤, KTM, daghemsfÃ¶retagare, ekonomie magister","3474,90",1367,0,0,"17,90",0,2000,90,0,0,0,0,"3474,90"
46,91,KOK   ,1,31,FI, ,1,1,1257,2210,3467,11,1,"kansanedustaja, VTM","10936,59","4440,81",0,0,"4017,36",0,0,682,"1242,09","389,30",0,"165,03","10936,59"
47,91,KOK   ,2,34,SV, , , ,155,549,704,2,1,"hallintotieteiden maisteri, liiketalouden opettaja, fÃ¶rvaltningsmagister, lÃ¤rare i fÃ¶retagsekonomi","2640,65",732,0,0,500,"447,37",0,"461,28",500,0,0,0,"2640,65"
48,91,KOK   ,1,24,FI, , , ,297,650,947,3,1,"Kokoomusnuorten pj, oikeustieteen ja tekniikan yo","19985,17","2208,26",0,0,5500,1404,"3104,85","4171,7",2202,880,0,"514,36","19985,17"
49,91,KOK   ,2,69,FI, , ,1,607,536,1143,4,1,"maat. ja metsÃ¤t. maisteri, kaupunginvaltuutettu",8949,8181,0,0,142,0,0,478,148,0,0,0,8949
50,91,KOK   ,2,30,FI, , , ,186,423,609,2,2,Oikeustieteen maisteri,850,0,0,0,300,0,0,250,300,0,0,0,850
51,91,KOK   ,1,58,FI, ,1, ,785,1294,2079,6,1,"kansanedustaja, VTT","9981,88","3855,04",0,0,"5729,84",0,0,397,0,0,0,0,"9981,88"
52,91,KOK   ,2,48,FI, , , ,174,407,581,2,2,"sijoituspÃ¤Ã¤llikkÃ¶, KTM",5050,4300,0,0,0,50,300,300,0,100,0,0,5050
53,91,RKP   ,2,56,SV, ,1, ,1628,1994,3622,11,1,"riksdagsledamot, kansanedustaja","20563,60",14080,0,0,"2963,60",0,0,2976,0,544,0,0,"20563,60"
54,91,RKP   ,2,32,98, , , ,348,651,999,3,1,"pol.mag., politiskt sakkunnig, VTM, poliittinen asiantuntija","9793,86","3429,80",0,0,"46,21",0,5140,"434,85",450,0,0,293,"9793,86"
55,91,RKP   ,1,84,SV, , , ,354,626,980,3,1,"fÃ¶rfattare, kirjailija","6082,75","5632,75",0,0,0,0,450,0,0,0,0,0,9000
56,91,RKP   ,2,73,SV, , , ,260,278,538,2,2,"terveyskeskuslÃ¤Ã¤kÃ¤ri, hÃ¤lsocentrallÃ¤kare","9211,80","6561,80",0,0,0,0,"800,00","185,00","1665,00",0,0,0,"9211,80"
57,91,RKP   ,2,53,SV, , , ,245,263,508,2,2,"FM, verksamhetsledare",11760,"5000,00",0,0,"3610,00",0,450,300,1400,0,0,1000,11760
58,91,RKP   ,1,64,SV, , ,1,804,1156,1960,6,1,journalist,"5467,18","4617,18",0,0,0,0,450,400,0,0,0,0,"5467,18"
59,91,RKP   ,1,41,SV, , , ,241,285,526,2,2,"pol.mag., VD",7296,2885,0,0,107,1519,822,540,1110,280,0,33,7296
60,91,RKP   ,2,32,SV, , , ,103,220,323,1,2,SamhÃ¤llsvetare,1905,347,0,0,1329,0,0,229,0,0,0,0,1905
61,91,RKP   ,1,39,SV, , ,1,1260,1315,2575,8,1,"pol.mag., partner, VTM, osakas","28995,81","11673,72",0,0,"6856,70","6197,96",800,"701,23","2766,20",0,0,0,"30550,00"
62,91,RKP   ,2,52,98, , , ,363,91,454,1,2,valtiotieteiden maisteri,3500,0,0,0,500,0,0,500,500,1500,0,500,3500
63,91,VAS   ,2,51,98, , ,1,358,390,748,2,2,kÃ¤tilÃ¶,0,0,0,0,0,0,0,0,0,0,0,0,0
64,91,VAS   ,2,50,FI, , , ,163,302,465,1,2,"nÃ¤yttelijÃ¤, ensihoitaja","1386,96",0,0,0,"864,96","64,00","458,00",0,0,0,0,0,"1386,96"
65,91,VAS   ,1,40,FI, ,1,1,1994,3411,5405,17,1,"kansanedustaja, riksdagsledamot","5387,10","3603,08",0,0,"459,82",0,286,"1008,20",0,0,0,30,"5387,10"
66,91,VAS   ,2,31,SV, , , ,311,465,776,2,2,"pÃ¤Ã¤sihteeri, valtiotieteiden kandidaatti, generalsekreterare, politices kandidat","3715,16","359,60",0,0,"666,04",0,0,"1246,20","600,00",0,0,"843,32","3715,16"
67,91,VAS   ,2,35,FI, , , ,215,355,570,2,2,"historian tohtori, sosiaalityÃ¶ntekijÃ¤","967,55",50,0,0,"191,55",56,0,"196,31",0,"413,29",0,"60,40","967,55"
68,91,VAS   ,2,41,FI, , ,1,1592,2492,4084,13,1,"valtiotieteiden tohtori, nuorisotutkija, ungdomsforskare","2670,04","1016,92",0,0,"919,92",0,0,"669,60",0,"63,60",0,0,"2670,04"
69,91,VAS   ,1,64,FI, , ,1,208,230,438,1,2,"sosiaalialan ammattilainen, DJ",0,0,0,0,0,0,0,0,0,0,0,0,0
70,91,VAS   ,2,57,FI, , , ,169,271,440,1,2,"kasvatustieteen maisteri, erityisopettaja",2250,1432,0,0,50,0,366,334,0,68,0,0,2250
71,91,VAS   ,1,60,FI, , , ,142,261,403,1,2,"humanististen tieteiden kandidaatti, taidekriitikko",100,0,0,0,0,0,0,0,0,100,0,0,100
72,91,VAS   ,2,34,FI, , , ,1169,2185,3354,10,1,"Master in Environment and Development, toiminnanjohtaja",4646,50,0,0,2100,0,150,1402,0,757,0,187,4789
73,91,VAS   ,1,36,SV, , ,1,331,591,922,3,1,"yhteiskuntatieteiden maisteri, poliittinen sihteeri, politisk sekreterare",4445,"625,47",0,0,"2294,77",0,366,"928,76",0,230,0,0,4445
74,91,VAS   ,1,32,FI, , , ,312,602,914,3,1,"valtiotieteiden maisteri, lukion opettaja","1443,52",80,0,0,25,0,0,"1163,52",150,0,0,25,"1443,52"
75,91,VAS   ,2,36,FI, , , ,290,546,836,3,1,"valtiotieteiden maisteri, sosiaalityÃ¶ntekijÃ¤","3281,92","1133,13",0,0,"771,52",0,330,574,"116,67","275,67","80,93",0,"3281,92"
76,91,VAS   ,2,40,FI, ,1,1,906,1394,2300,7,1,"kansanedustaja, toimittaja, riksdagsledamot, journalist",4480,2570,0,0,0,100,500,1200,0,0,0,110,4480
77,91,VAS   ,1,36,FI, , ,1,308,611,919,3,1,"nuoriso-ohjaaja, musiikki- ja kulttuurityÃ¶ntekijÃ¤",0,0,0,0,0,0,0,0,0,0,0,0,0
78,91,VAS   ,2,60,FI, , ,1,276,321,597,2,2,"yhteiskuntatieteiden maisteri, pÃ¤Ã¤toimittaja",2217,1473,0,0,0,0,500,244,0,0,0,0,2217
79,91,VAS   ,1,24,98, , , ,421,611,1032,3,1,yhteisÃ¶tyÃ¶ntekijÃ¤,"2720,17",0,0,0,0,0,366,"1664,24",0,"554,4",0,"135,53","2720,17"
80,91,VAS   ,2,51,FI, , , ,155,229,384,1,2,"valtiotieteiden tohtori, tyÃ¶elÃ¤mÃ¤n tutkija","4169,53",319,0,0,"625,92",30,330,"1550,10",0,0,"1253,27","61,24","4169,53"
81,91,VAS   ,1,43,FI, , , ,151,434,585,2,2,freelancer,0,0,0,0,0,0,0,0,0,0,0,0,0
82,91,VAS   ,2,40,FI, , ,1,325,509,834,3,1,"psykologian maisteri, koulupsykologi","3606,67","1492,68",0,0,"1042,21",0,"308,50","556,00",0,"108,33",0,"98,95","3606,67"
83,91,SDP   ,2,74,FI, , ,1,325,329,654,2,2,"sairaanhoidon opettaja, kaupunginvaltuutettu, sjukvÃ¥rdslÃ¤rare, stadsfullmÃ¤ktigeledamot","6638,72","3216,56",0,0,0,0,"1532,40","559,24","1330,52",0,0,0,"6638,72"
84,91,SDP   ,1,68,FI, , ,1,961,1127,2088,6,1,"professori, kaupunginvaltuutettu, professor, stadsfullmÃ¤ktigeledamot","12045,11","4173,29",0,0,0,0,"3545,00","3543,82",0,"583,00",0,"200,00","12045,11"
85,91,SDP   ,2,23,FI, , , ,155,200,355,1,2,"oikeustieteen ylioppilas, vt. lainsÃ¤Ã¤dÃ¤ntÃ¶sihteeri",2320,0,0,0,2320,0,0,0,0,0,0,0,2320
86,91,SDP   ,1,49,98, , , ,355,73,428,1,2,"M.Soc.Sc., tietopalveluvirkailija",2300,0,0,0,0,0,0,500,50,1500,0,200,2300
87,91,SDP   ,2,57,FI, ,1, ,3721,3730,7451,23,1,"kansanedustaja, valtiot. maisteri, riksdagsledamot, pol.mag.",7716,4831,0,0,0,354,1501,687,0,150,193,0,7716
88,91,SDP   ,1,61,FI, ,1,1,3076,3474,6550,20,1,"kansanedustaja, riksdagsledamot","15588,10","5325,84",0,0,"173,85","2120,00","3778,90","1781,60","200,00","372,17",0,"1835,74","15588,10"
89,91,SDP   ,2,29,FI, , , ,510,719,1229,4,1,yhteiskuntatieteiden maisteri,"9454,59","0,00","0,00","0,00","170,00","0,00","5152,90","3033,23","706,00","160,00","0,00","232,46","9454,59"
90,91,SDP   ,1,41,FI, , ,1,490,603,1093,3,1,dosentti,"8983,92","2530,25",0,0,"1040,02",0,2276,"2572,01","161,20","144,44",0,260,"8983,92"
91,91,SDP   ,1,51,FI, , , ,160,219,379,1,2,"oikeustieteen lisensiaatti, juris licentiat",10000,0,0,0,0,0,10000,0,0,0,0,0,10000
92,91,SDP   ,1,52,FI, , ,1,252,457,709,2,1,"kaupunginvaltuutettu, pÃ¤ihdetyÃ¶ntekijÃ¤",0,0,0,0,0,0,0,0,0,0,0,0,0
93,91,SDP   ,2,43,FI, , , ,168,490,658,2,2,"VT, lapsioikeusjuristi",1800,0,0,0,0,400,0,900,0,0,0,500,1800
94,91,SDP   ,1,43,FI, , , ,217,343,560,2,2,ahtaaja,"4618,40","390,60",0,0,"1987,28",0,0,"2135,52",0,"51,00",0,"54,00","4618,40"
95,91,SDP   ,1,38,98, , , ,666,319,985,3,1,"yhteisÃ¶pedagogi, konsultti","3430,98",0,0,0,0,0,"1359,04","1325,52",0,"546,42",0,200,"3430,98"
96,91,SDP   ,2,57,FI, , ,1,252,364,616,2,2,"nÃ¤yttelijÃ¤, suntio",0,0,0,0,0,0,0,0,0,0,0,0,0
97,91,SDP   ,2,32,98, ,1,1,577,897,1474,5,1,kansanedustaja,"13505,62",0,0,0,30,0,"11487,64","862,12",130,"395,50",0,"600,36","13505,62"
98,91,SDP   ,1,45,FI, , , ,240,377,617,2,2,"vanhempi rikoskonstaapeli, kaupunginvaltuutettu","9423,63","2912,34",0,0,600,"1605,29","3056,60","849,40",0,0,0,400,"9423,63"
99,91,SDP   ,1,74,FI, , ,1,419,483,902,3,1,lÃ¤Ã¤kÃ¤ri,2330,1985,0,0,0,0,0,145,0,0,200,0,2330
100,91,SDP   ,2,68,FI, , , ,308,304,612,2,2,"tekniikan tohtori, kaupunkitutkija, teknologie doktor, stadsforskare",11243,2504,0,0,621,0,3147,666,350,1060,0,2895,11243
101,91,SDP   ,2,41,FI, , ,1,302,550,852,3,1,"VTT, toimitusjohtaja","9633,57","5536,86",0,0,"1800,93",0,696,"1329,78",0,70,0,200,"9633,57"
102,91,SDP   ,2,38,FI, , , ,173,346,519,2,2,"lÃ¤hihoitaja, sosionomi (YAMK)",1800,370,0,0,0,143,0,703,0,175,0,409,1800
103,91,SDP   ,1,60,FI, , ,1,166,314,480,1,2,"muusikko, lÃ¤hihoitaja",0,0,0,0,0,0,0,0,0,0,0,0,0
104,91,SDP   ,2,60,FI, , , ,485,654,1139,4,1,"sairaanhoitaja, terveydenhoitaja","2942,06","1943,46","0,00","0,00","0,00","0,00","366,00","403,00","129,60","100,00","0,00","0,00","2942,06"
105,91,SDP   ,1,53,FI, , , ,136,239,375,1,2,diplomi-insinÃ¶Ã¶ri,0,0,0,0,0,0,0,0,0,0,0,0,0
106,91,SDP   ,1,59,SV, , ,1,282,456,738,2,1,"docent, universitetslektor, dosentti, yliopistonlehtori","11162,84","6725,4",0,0,"2359,72",0,"1176,8","900,92",0,0,0,0,"11162,84"
107,91,KD    ,1,52,FI, , ,1,649,790,1439,4,1,"pastori, raamattukouluttaja","2428,48",1450,"808,48",0,50,0,100,0,20,0,0,0,"2428,48"
108,91,KD    ,1,64,FI, , , ,293,321,614,2,2,pastori,0,0,0,0,0,0,0,0,0,0,0,0,0
109,91,KD    ,2,52,FI, , , ,141,253,394,1,2,"sosiaali- ja terveysalan opettaja, sairaanhoitaja-diakonissa","2369,63","2369,63",0,0,0,0,0,0,0,0,0,0,"2369,63"
110,91,KD    ,1,70,FI,1, , ,488,538,1026,3,1,"valtiotieteen tohtori, yrittÃ¤jÃ¤",6514,4614,0,1100,0,0,0,0,0,0,0,800,6514
111,91,VIHR  ,2,24,FI, , , ,588,1042,1630,5,1,"valtiotieteiden kandidaatti, opiskelija",4000,500,0,0,1000,0,1500,1000,0,0,0,0,4000
112,91,VIHR  ,1,44,FI, , ,1,304,708,1012,3,1,"kaupunginvaltuutettu, muusikko",200,200,0,0,0,0,0,0,0,0,0,0,200
113,91,VIHR  ,2,30,FI, , , ,397,671,1068,3,1,"opettajaopiskelija, kansainvÃ¤listen asioiden asiantuntija",0,0,0,0,0,0,0,0,0,0,0,0,0
114,91,VIHR  ,2,49,FI, , , ,131,349,480,1,2,"erityisopettaja, apulaisrehtori","1250,00","300,00",0,0,0,0,"500,00","200,00",0,0,0,"250,00","1250,00"
115,91,VIHR  ,2,33,98, , ,1,363,864,1227,4,1,"kaupunginvaltuutettu, teatteritaiteen maisteri","8906,39","787,15",0,0,"836,84","720,00","4598,40","420,00","744,00","100,00","700,00",0,"8906,39"
116,91,VIHR  ,1,32,FI, , , ,339,610,949,3,1,"diplomi-insinÃ¶Ã¶ri, tutkija","7262,67",0,0,0,"2223,39",0,"1672,41","1276,3",0,974,"766,57",350,"7262,67"
117,91,VIHR  ,2,40,FI, , , ,417,851,1268,4,1,yrittÃ¤jÃ¤,"6587,83",150,0,0,"1694,13",0,2040,"1080,54",248,0,0,"1375,16","6587,83"
118,91,VIHR  ,2,36,FI, , ,1,678,1588,2266,7,1,"kaupunginvaltuutettu, kauppatieteiden vÃ¤itÃ¶skirjatutkija",8903,133,0,0,3805,0,2073,754,1610,100,0,428,8903
119,91,VIHR  ,2,51,FI, , ,1,161,310,471,1,2,"kaupunginvaltuutettu, kauppatieteiden maisteri",4411,1655,0,0,200,0,1840,616,0,0,0,100,4411
120,91,VIHR  ,2,59,FI, , , ,351,509,860,3,1,"dosentti, erikoislÃ¤Ã¤kÃ¤ri","11473,92","4313,8",0,0,0,"18,88",2978,"919,92","1641,60","864,32",0,"737,4","11473,92"
121,91,VIHR  ,2,33,FI, ,1,1,2121,3838,5959,18,1,"kansanedustaja, kaupunginvaltuutettu","20284,43",0,0,0,"3527,78",0,13461,"666,6","2584,4",0,0,"44,65","20284,43"
122,91,VIHR  ,1,29,FI, , , ,199,365,564,2,2,"ekonomisti, liiketoimintajohtaja",10802,0,0,0,8159,0,1593,900,0,0,0,150,10802
123,91,VIHR  ,1,37,FI, , ,1,627,1183,1810,6,1,"valtuustoryhmÃ¤n puheenjohtaja, ohjelmistoarkkitehti","12024,83","1987,60",0,0,"645,54",0,7604,"1007,94",0,55,0,"724,75","12024,83"
124,91,VIHR  ,1,35,FI, , , ,206,428,634,2,2,"viestinnÃ¤n suunnittelija, valtiotieteiden maisteri","1363,35",0,0,0,"179,49",0,700,"118,63",0,"206,23",0,159,"1363,35"
125,91,VIHR  ,2,37,FI, , , ,211,366,577,2,2,"diplomaatti, valtiotieteiden maisteri","2456,87","509,12",0,0,"345,75",0,370,"427,80",250,"272,20",0,282,"2713,34"
126,91,VIHR  ,2,37,FI, , ,1,522,1088,1610,5,1,"kaupunginvaltuuston puheenjohtaja, Master of Laws","12972,00","1598,00",0,0,"1009,50",0,"8373,00","1085,00",0,0,"136,50","770,00","12972,00"
127,91,VIHR  ,2,49,FI, , ,1,286,426,712,2,2,"kaupunginvaltuutettu, Ã¶verlÃ¤kare",8975,2250,0,0,1500,0,4200,800,0,50,175,0,8975
128,91,VIHR  ,2,49,FI, , , ,178,393,571,2,2,"filosofian maisteri, verkkotuottaja","1881,13","556,25",0,0,0,0,"722,43",0,"229,70",148,0,"224,75","1881,13"
129,91,VIHR  ,2,38,FI, , , ,125,373,498,2,2,"toiminnanjohtaja, valtiotieteiden maisteri",3854,23,0,0,184,0,2925,472,100,0,0,150,4227
130,91,VIHR  ,2,30,FI, , , ,217,261,478,1,2,"juristi, oikeustieteen maisteri",1351,0,0,0,116,0,960,230,0,0,0,45,1351
131,91,VIHR  ,2,41,FI, , , ,300,732,1032,3,1,"ekonomisti, tyÃ¶elÃ¤mÃ¤asiantuntija","7715,85","1475,85",0,0,870,0,"1878,60","1541,40",1100,100,0,750,"7715,85"
132,91,VIHR  ,1,57,FI, , ,1,260,529,789,2,2,"kaupunginvaltuutettu, everstiluutnantti evp.","2985,49","667,84",0,0,"814,51",0,0,"1070,74",0,"100,00",0,"332,40","2985,49"
133,91,VIHR  ,2,36,FI, , , ,205,405,610,2,2,"kansainvÃ¤listen asioiden pÃ¤Ã¤llikkÃ¶, vÃ¤itÃ¶skirjatutkija","4795,5",372,0,0,"944,86",0,"2185,3","896,34",200,20,0,177,"4795,5"
134,91,VIHR  ,2,37,FI, , , ,220,536,756,2,2,"erityisluokanopettaja, suppleant i stadsfullmÃ¤ktige","1661,13","827,40",0,0,0,"243,73",0,440,0,0,150,0,"1917,6"
135,91,VIHR  ,2,32,FI, , , ,1647,2753,4400,14,1,"kÃ¶yhyystutkija, Vihreiden varapuheenjohtaja","13918,26","1434,40",0,0,"2050,62",0,5843,"1020,46","2565,41","254,37",0,750,"13947,72"
136,91,VIHR  ,1,38,FI, , ,1,271,575,846,3,2,"kaupunginvaltuutettu, freelance-muusikko","7341,55",0,"3610,88",0,"1566,90",0,"1700,00","463,77",0,0,0,0,"7341,55"
137,91,VIHR  ,2,22,FI, , , ,315,389,704,2,2,"miljÃ¶vetenskapsstuderande, ympÃ¤ristÃ¶tieteiden opiskelija",2801,400,0,0,342,0,900,900,0,0,0,259,2801
